;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;No_voie;Type_de_voie;Voie;Code_postal;Commune;Code_departement;Surface_reelle_bati;Nombre_pieces_principales
2526855;1;2019-06-03;Vente;608400.0;13.0;RUE;DES ARDENNES;75019.0;PARIS 19;75;23.0;2.0
2526856;1;2019-03-18;Vente;400000.0;62.0;RUE;PIXERECOURT;75020.0;PARIS 20;75;50.0;2.0
2526857;1;2019-02-25;Vente;300200.0;64.0;RUE;PLANCHAT;75020.0;PARIS 20;75;33.0;2.0
2526858;1;2019-03-19;Vente;344400.0;1.0;RUE;PIXERECOURT;75020.0;PARIS 20;75;45.0;2.0
2526859;1;2019-03-15;Vente;355000.0;15.0;RUE;GEO CHAVEZ;75020.0;PARIS 20;75;40.0;1.0
2526860;1;2019-03-15;Vente;222000.0;5.0;BD;SERURIER;75019.0;PARIS 19;75;34.0;2.0
2526861;1;2019-04-03;Vente;427478.62;39.0;RUE;DU BORREGO;75020.0;PARIS 20;75;49.0;2.0
2526863;1;2019-11-03;Vente;370000.0;10.0;ALL;DIANE DE POITIERS;75019.0;PARIS 19;75;69.0;3.0
2526865;1;2019-03-13;Vente;330000.0;25.0;RUE;DE CRIMEE;75019.0;PARIS 19;75;43.0;2.0
2526868;1;2019-02-03;Vente;180000.0;12.0;RUE;DES RONDEAUX;75020.0;PARIS 20;75;35.0;2.0
2526870;1;2019-03-13;Vente;300000.0;1.0;RUE;PIERRE BAYLE;75020.0;PARIS 20;75;37.0;2.0
2526871;1;2019-02-26;Vente;842500.0;73.0;RUE;DES VIGNOLES;75020.0;PARIS 20;75;93.0;4.0
2526873;1;2019-02-28;Vente;232200.0;19.0;BD;DAVOUT;75020.0;PARIS 20;75;26.0;1.0
2526876;1;2019-07-03;Vente;375000.0;9.0;RUE;DE L EGALITE;75019.0;PARIS 19;75;43.0;2.0
2526878;1;2019-03-18;Vente;615000.0;48.0;RUE;DE L ERMITAGE;75020.0;PARIS 20;75;46.0;2.0
2526879;1;2019-03-18;Vente;615000.0;48.0;RUE;DE L ERMITAGE;75020.0;PARIS 20;75;65.0;3.0
2526880;1;2019-03-22;Vente;75000.0;50.0;RUE;PETIT;75019.0;PARIS 19;75;18.0;1.0
2526881;1;2019-06-03;Vente;190600.0;34.0;RUE;DE ROMAINVILLE;75019.0;PARIS 19;75;30.0;1.0
2526882;1;2019-03-18;Vente;329000.0;8.0;RUE;FESSART;75019.0;PARIS 19;75;34.0;2.0
2526883;1;2019-02-28;Vente;313500.0;41.0;RUE;DE L ERMITAGE;75020.0;PARIS 20;75;45.0;2.0
2526884;1;2019-03-15;Vente;230000.0;1.0;PAS;DE LA MOSELLE;75019.0;PARIS 19;75;36.0;1.0
2526885;1;2019-02-28;Vente;387000.0;64.0;RUE;DE BUZENVAL;75020.0;PARIS 20;75;43.0;2.0
2526886;1;2019-06-03;Vente;246850.0;17.0;RUE;ORFILA;75020.0;PARIS 20;75;28.0;1.0
2526887;1;2019-03-14;Vente;435000.0;50.0;AV;JEAN JAURES;75019.0;PARIS 19;75;57.0;2.0
2526890;1;2019-02-28;Vente;335000.0;66.0;AV;SECRETAN;75019.0;PARIS 19;75;30.0;2.0
2526891;1;2019-02-28;Vente;240000.0;50.0;RUE;DE MEAUX;75019.0;PARIS 19;75;25.0;2.0
2526892;1;2019-02-28;Vente;380000.0;52.0;RUE;PIAT;75020.0;PARIS 20;75;42.0;3.0
2526894;1;2019-01-03;Vente;285000.0;2.0;PL;DU MAROC;75019.0;PARIS 19;75;42.0;2.0
2526895;1;2019-11-03;Vente;435000.0;17.0;RUE;HOUDART;75020.0;PARIS 20;75;48.0;2.0
2526897;1;2019-05-03;Vente;140000.0;48.0;RUE;DES HAIES;75020.0;PARIS 20;75;22.0;1.0
2526898;1;2019-11-03;Vente;300000.0;9.0;RUE;MONTE CRISTO;75020.0;PARIS 20;75;32.0;2.0
2526899;1;2019-03-18;Vente;124500.0;42.0;RUE;DE MENILMONTANT;75020.0;PARIS 20;75;15.0;1.0
2526900;1;2019-03-15;Vente;370000.0;29.0;AV;JEAN JAURES;75019.0;PARIS 19;75;28.0;2.0
2526902;1;2019-03-14;Vente;346750.0;14.0;RUE;DE THIONVILLE;75019.0;PARIS 19;75;46.0;2.0
2526903;1;2019-03-18;Vente;565000.0;107.0;RUE;D AVRON;75020.0;PARIS 20;75;58.0;3.0
2526905;1;2019-03-20;Vente;515700.0;14.0;RUE;D ANNAM;75020.0;PARIS 20;75;54.0;2.0
2526906;1;2019-11-03;Vente;495000.0;138.0;RUE;PELLEPORT;75020.0;PARIS 20;75;63.0;3.0
2526911;1;2019-03-14;Vente;302000.0;10.0;AV;DE FLANDRE;75019.0;PARIS 19;75;34.0;2.0
2526912;1;2019-03-18;Vente;270030.0;15.0;RUE;ETIENNE DOLET;75020.0;PARIS 20;75;30.0;1.0
2526913;1;2019-03-14;Vente;506740.0;6.0;VLA;ARMAND FALLIERES;75019.0;PARIS 19;75;50.0;3.0
2526914;1;2019-03-25;Vente;267000.0;25.0;RUE;DES GRANDS CHAMPS;75020.0;PARIS 20;75;41.0;2.0
2526916;1;2019-03-14;Vente;580000.0;57.0;RUE;ETIENNE MAREY;75020.0;PARIS 20;75;68.0;3.0
2526917;1;2019-03-20;Vente;600000.0;19.0;RUE;DE BELLEVILLE;75019.0;PARIS 19;75;78.0;4.0
2526919;1;2019-03-19;Vente;500000.0;49.0;RUE;DE BUZENVAL;75020.0;PARIS 20;75;58.0;3.0
2526920;1;2019-03-15;Vente;458920.0;92.0;AV;JEAN JAURES;75019.0;PARIS 19;75;51.0;2.0
2526921;1;2019-03-19;Vente;555000.0;122.0;AV;DE FLANDRE;75019.0;PARIS 19;75;44.0;2.0
2526922;1;2019-03-19;Vente;555000.0;122.0;AV;DE FLANDRE;75019.0;PARIS 19;75;47.0;2.0
2526923;1;2019-07-03;Vente;247500.0;40.0;RUE;DE L OURCQ;75019.0;PARIS 19;75;17.0;2.0
2526925;1;2019-03-15;Vente;330000.0;9.0;RUE;DE L EGALITE;75019.0;PARIS 19;75;42.0;2.0
2526926;1;2019-03-14;Vente;130000.0;73.0;RUE;REBEVAL;75019.0;PARIS 19;75;13.0;1.0
2526927;1;2019-07-03;Vente;163020.0;6.0;RUE;DES SEPT ARPENTS;75019.0;PARIS 19;75;68.0;4.0
2526928;1;2019-03-20;Vente;230000.0;110.0;RUE;DES COURONNES;75020.0;PARIS 20;75;40.0;2.0
2526929;1;2019-03-15;Vente;380000.0;50.0;RUE;REBEVAL;75019.0;PARIS 19;75;50.0;3.0
2526930;1;2019-03-15;Vente;380000.0;50.0;RUE;REBEVAL;75019.0;PARIS 19;75;55.0;3.0
2526931;1;2019-05-03;Vente;430000.0;5.0;RUE;MALTE BRUN;75020.0;PARIS 20;75;40.0;2.0
2526933;1;2019-03-13;Vente;264000.0;16.0;PAS;GAMBETTA;75020.0;PARIS 20;75;34.0;1.0
2526936;1;2019-03-15;Vente;152000.0;58.0;RUE;DU SURMELIN;75020.0;PARIS 20;75;14.0;1.0
2526937;1;2019-03-15;Vente;152000.0;58.0;RUE;DU SURMELIN;75020.0;PARIS 20;75;17.0;1.0
2526938;1;2019-08-03;Vente;620000.0;84.0;RUE;DE BUZENVAL;75020.0;PARIS 20;75;81.0;4.0
2526940;1;2019-03-15;Vente;255000.0;5.0;RUE;CLAVEL;75019.0;PARIS 19;75;51.0;5.0
2526941;1;2019-11-03;Vente;286000.0;30.0;AV;GAMBETTA;75020.0;PARIS 20;75;35.0;2.0
2526943;1;2019-03-15;Vente;220000.0;44.0;RUE;CURIAL;75019.0;PARIS 19;75;40.0;2.0
2526945;1;2019-05-03;Vente;460000.0;4.0;RUE;DE LA PLAINE;75020.0;PARIS 20;75;56.0;3.0
2526947;1;2019-12-03;Vente;130868.0;2.0;SQ;DE LA SALAMANDRE;75020.0;PARIS 20;75;32.0;1.0
2526949;1;2019-03-19;Vente;380500.0;14.0;RUE;DE CAMBRAI;75019.0;PARIS 19;75;55.0;2.0
2526950;1;2019-03-13;Vente;485000.0;36.0;RUE;DE LA PREVOYANCE;75019.0;PARIS 19;75;71.0;3.0
2526954;1;2019-11-03;Vente;93150.0;12.0;RUE;DU DEPARTEMENT;75019.0;PARIS 19;75;21.0;2.0
2526955;1;2019-03-21;Vente;187000.0;6.0;VLA;GAGLIARDINI;75020.0;PARIS 20;75;25.0;1.0
2526956;1;2019-03-13;Vente;315000.0;24.0;AV;MATHURIN MOREAU;75019.0;PARIS 19;75;78.0;4.0
2526957;1;2019-03-13;Vente;500000.0;28.0;RUE;DE LA CR DES NOUES;75020.0;PARIS 20;75;49.0;3.0
2526959;1;2019-03-15;Vente;395000.0;39.0;RUE;SAINT FARGEAU;75020.0;PARIS 20;75;41.0;2.0
2526961;1;2019-03-18;Vente;330000.0;35.0;VLA;CURIAL;75019.0;PARIS 19;75;43.0;2.0
2526962;1;2019-08-03;Vente;38000.0;58.0;RUE;DES ORTEAUX;75020.0;PARIS 20;75;5.0;1.0
2526964;1;2019-03-18;Vente;290000.0;13.0;RUE;DES AMANDIERS;75020.0;PARIS 20;75;33.0;2.0
2526965;1;2019-04-03;Vente;455000.0;32.0;RUE;DE LA JUSTICE;75020.0;PARIS 20;75;60.0;3.0
2526967;1;2019-08-03;Vente;140000.0;88.0;RUE;PELLEPORT;75020.0;PARIS 20;75;18.0;1.0
2526968;1;2019-03-19;Vente;445000.0;25.0;RUE;DES SOLITAIRES;75019.0;PARIS 19;75;42.0;3.0
2526969;1;2019-03-14;Vente;382000.0;6.0;RUE;RAMPAL;75019.0;PARIS 19;75;38.0;2.0
2526973;1;2019-07-03;Vente;290000.0;13.0;RUE;CHARLES FRIEDEL;75020.0;PARIS 20;75;80.0;4.0
2526976;1;2019-12-03;Vente;129992.16;7.0;RUE;STENDHAL;75020.0;PARIS 20;75;65.0;3.0
2526978;1;2019-06-03;Vente;407000.0;397.0;RUE;DES PYRENEES;75020.0;PARIS 20;75;38.0;2.0
2526980;1;2019-03-15;Vente;680000.0;22.0;VLA;DE L ADOUR;75019.0;PARIS 19;75;48.0;3.0
2526981;1;2019-02-28;Vente;338873.0;12.0;RUE;VITRUVE;75020.0;PARIS 20;75;38.0;2.0
2526983;1;2019-03-15;Vente;1520000.0;10.0;RUE;FRANCOIS PINTON;75019.0;PARIS 19;75;80.0;5.0
2526985;1;2019-03-15;Vente;1520000.0;10.0;RUE;FRANCOIS PINTON;75019.0;PARIS 19;75;60.0;2.0
2526986;1;2019-03-20;Vente;160000.0;70.0;RUE;DE MEAUX;75019.0;PARIS 19;75;32.0;2.0
2526987;1;2019-11-03;Vente;265000.0;62.0;RUE;DES GRANDS CHAMPS;75020.0;PARIS 20;75;26.0;2.0
2526989;1;2019-03-15;Vente;676000.0;78.0;RUE;PETIT;75019.0;PARIS 19;75;78.0;4.0
2526992;1;2019-03-21;Vente;238500.0;74.0;AV;JEAN JAURES;75019.0;PARIS 19;75;27.0;1.0
2526993;1;2019-08-03;Vente;260000.0;4.0;PAS;DE MELUN;75019.0;PARIS 19;75;23.0;1.0
2526994;1;2019-07-03;Vente;77500.0;36.0;RUE;DE LAGNY;75020.0;PARIS 20;75;11.0;1.0
2526995;1;2019-03-18;Vente;235000.0;90.0;RUE;DES ORTEAUX;75020.0;PARIS 20;75;38.0;2.0
2526996;1;2019-08-03;Vente;620000.0;196.0;RUE;DE BELLEVILLE;75020.0;PARIS 20;75;68.0;3.0
2526999;1;2019-03-22;Vente;547000.0;46.0;RUE;DES ORTEAUX;75020.0;PARIS 20;75;63.0;3.0
2527000;1;2019-03-21;Vente;400000.0;73.0;RUE;DE LA PLAINE;75020.0;PARIS 20;75;46.0;2.0
2527002;1;2019-11-03;Vente;318000.0;11.0;RUE;LESAGE;75020.0;PARIS 20;75;33.0;1.0
2527003;1;2019-11-03;Vente;415000.0;19.0;AV;GAMBETTA;75020.0;PARIS 20;75;40.0;2.0
2527005;1;2019-03-25;Vente;542000.0;112.0;RUE;DE BELLEVILLE;75020.0;PARIS 20;75;55.0;3.0
2527006;1;2019-03-21;Vente;120000.0;5.0;RUE;DE CHAUMONT;75019.0;PARIS 19;75;13.0;1.0
2527009;1;2019-03-25;Vente;300000.0;39.0;RUE;DE NANTES;75019.0;PARIS 19;75;43.0;2.0
2527010;1;2019-03-13;Vente;400000.0;25.0;RUE;CLAVEL;75019.0;PARIS 19;75;42.0;2.0
2527011;1;2019-08-03;Vente;340000.0;78.0;RUE;DE LA MARE;75020.0;PARIS 20;75;25.0;2.0
2527012;1;2019-03-14;Vente;514000.0;137.0;AV;GAMBETTA;75020.0;PARIS 20;75;66.0;3.0
2527014;1;2019-03-20;Vente;131500.0;1.0;PAS;DAGORNO;75020.0;PARIS 20;75;25.0;1.0
2527017;1;2019-03-19;Vente;245000.0;16.0;RUE;DE MEAUX;75019.0;PARIS 19;75;35.0;2.0
2527018;1;2019-03-26;Vente;365000.0;19.0;RUE;DU RHIN;75019.0;PARIS 19;75;42.0;2.0
2527019;1;2019-02-27;Vente;1500.0;33.0;BD;SERURIER;75019.0;PARIS 19;75;103.0;4.0
2527021;1;2019-03-22;Vente;640000.0;29.0;RUE;BOURET;75019.0;PARIS 19;75;67.0;2.0
2527024;1;2019-03-26;Vente;578875.9;112.0;RUE;DES GRANDS CHAMPS;75020.0;PARIS 20;75;69.0;3.0
2527025;1;2019-03-15;Vente;303000.0;11.0;SQ;VITRUVE;75020.0;PARIS 20;75;50.0;2.0
2527027;1;2019-03-27;Vente;200000.0;68.0;RUE;JULIEN LACROIX;75020.0;PARIS 20;75;22.0;2.0
2527028;1;2019-03-15;Vente;270000.0;17.0;RUE;DU RETRAIT;75020.0;PARIS 20;75;32.0;2.0
2527030;1;2019-03-28;Vente;355000.0;59.0;RUE;SAINT FARGEAU;75020.0;PARIS 20;75;46.0;2.0
2527032;1;2019-11-03;Vente;150000.0;202.0;RUE;DE CRIMEE;75019.0;PARIS 19;75;23.0;1.0
2527033;1;2019-03-15;Vente;143500.0;50.0;RUE;DE LA BIDASSOA;75020.0;PARIS 20;75;17.0;1.0
2527034;1;2019-12-03;Vente;185000.0;3.0;CITE;CHAMPAGNE;75020.0;PARIS 20;75;20.0;1.0
2527036;1;2019-03-28;Vente;523000.0;39.0;RUE;SAINT FARGEAU;75020.0;PARIS 20;75;81.0;4.0
2527037;1;2019-03-15;Vente;350710.0;46.0;AV;MATHURIN MOREAU;75019.0;PARIS 19;75;40.0;2.0
2527039;1;2019-03-22;Vente;153000.0;85.0;RUE;MANIN;75019.0;PARIS 19;75;15.0;1.0
2527041;1;2019-03-18;Vente;343350.0;34.0;RUE;DU SOLEIL;75020.0;PARIS 20;75;34.0;1.0
2527043;1;2019-03-18;Vente;497000.0;3.0;RUE;DU PRESSOIR;75020.0;PARIS 20;75;70.0;3.0
2527046;1;2019-05-03;Vente;449000.0;13.0;RUE;ARMAND CARREL;75019.0;PARIS 19;75;49.0;2.0
2527047;1;2019-03-20;Vente;240000.0;62.0;AV;DE FLANDRE;75019.0;PARIS 19;75;38.0;2.0
2527048;1;2019-12-03;Vente;470000.0;25.0;RUE;D HAUTPOUL;75019.0;PARIS 19;75;63.0;2.0
2527071;1;2019-03-20;Vente;1000000.0;367.0;RUE;DES PYRENEES;75020.0;PARIS 20;75;109.0;4.0
2527072;1;2019-03-29;Vente;306000.0;64.0;RUE;PELLEPORT;75020.0;PARIS 20;75;37.0;1.0
2527073;1;2019-08-03;Vente;504450.0;60.0;RUE;DES CASCADES;75020.0;PARIS 20;75;48.0;2.0
2527075;1;2019-03-29;Vente;350000.0;14.0;RUE;DE LA REUNION;75020.0;PARIS 20;75;40.0;3.0
2527077;1;2019-08-03;Vente;670000.0;8.0;RUE;BOTZARIS;75019.0;PARIS 19;75;70.0;3.0
2527078;1;2019-03-22;Vente;210000.0;50.0;RUE;REBEVAL;75019.0;PARIS 19;75;57.0;3.0
2527080;1;2019-07-02;Vente;235000.0;42.0;AV;MATHURIN MOREAU;75019.0;PARIS 19;75;32.0;2.0
2527081;1;2019-02-04;Vente;530000.0;219.0;BD;DAVOUT;75020.0;PARIS 20;75;101.0;4.0
2527082;1;2019-03-21;Vente;215000.0;12.0;RUE;JANSSEN;75019.0;PARIS 19;75;26.0;1.0
2527083;1;2019-03-21;Vente;184000.0;7.0;RUE;CHARLES RENOUVIER;75020.0;PARIS 20;75;23.0;1.0
2527084;1;2019-03-26;Vente;419880.0;68.0;RUE;BELGRAND;75020.0;PARIS 20;75;52.0;2.0
2527086;1;2019-03-29;Vente;350000.0;1.0;RUE;JANSSEN;75019.0;PARIS 19;75;46.0;2.0
2527087;1;2019-03-20;Vente;1254000.0;45.0;RUE;MANIN;75019.0;PARIS 19;75;108.0;3.0
2527088;1;2019-03-25;Vente;658000.0;30.0;QUAI;DE LA LOIRE;75019.0;PARIS 19;75;67.0;3.0
2527089;1;2019-03-21;Vente;499000.0;22.0;RUE;BOYER;75020.0;PARIS 20;75;50.0;3.0
2527090;1;2019-03-30;Vente;905000.0;72.0;AV;DE FLANDRE;75019.0;PARIS 19;75;105.0;5.0
2527091;1;2019-03-13;Vente;326000.0;84.0;RUE;DE BELLEVILLE;75020.0;PARIS 20;75;32.0;2.0
2527092;1;2019-03-21;Vente;293700.0;41.0;RUE;DES BOIS;75019.0;PARIS 19;75;32.0;2.0
2527094;1;2019-01-04;Vente;420000.0;12.0;VLA;STENDHAL;75020.0;PARIS 20;75;38.0;2.0
2527095;1;2019-03-13;Vente;499000.0;13.0;RUE;DES ANNELETS;75019.0;PARIS 19;75;46.0;3.0
2527097;1;2019-03-28;Vente;435000.0;56.0;RUE;DES COURONNES;75020.0;PARIS 20;75;57.0;3.0
2527099;1;2019-03-13;Vente;785000.0;85.0;AV;SIMON BOLIVAR;75019.0;PARIS 19;75;85.0;3.0
2527100;1;2019-05-03;Vente;330000.0;191.0;RUE;DES PYRENEES;75020.0;PARIS 20;75;43.0;2.0
2527102;1;2019-03-14;Vente;416900.0;56.0;RUE;STENDHAL;75020.0;PARIS 20;75;47.0;2.0
2527103;1;2019-03-27;Vente;185000.0;2.0;RUE;HASSARD;75019.0;PARIS 19;75;30.0;2.0
2527105;1;2019-03-15;Vente;680000.0;1.0;RUE;PIXERECOURT;75020.0;PARIS 20;75;86.0;4.0
2527106;1;2019-07-03;Vente;200000.0;21.0;RUE;DES RIGOLES;75020.0;PARIS 20;75;33.0;2.0
2527112;1;2019-03-20;Vente;348000.0;9.0;RUE;DE L EGALITE;75019.0;PARIS 19;75;37.0;2.0
2527113;1;2019-03-25;Vente;105000.0;67.0;RUE;SAINT BLAISE;75020.0;PARIS 20;75;15.0;1.0
2527114;1;2019-03-20;Vente;474000.0;40.0;RUE;DE LA JUSTICE;75020.0;PARIS 20;75;60.0;3.0
2527115;1;2019-08-03;Vente;835000.0;45.0;QUAI;DE LA SEINE;75019.0;PARIS 19;75;105.0;5.0
2527117;1;2019-03-28;Vente;395000.0;46.0;AV;MATHURIN MOREAU;75019.0;PARIS 19;75;41.0;2.0
2527118;1;2019-08-03;Vente;300000.0;25.0;AV;GAMBETTA;75020.0;PARIS 20;75;22.0;1.0
2527123;1;2019-03-22;Vente;210000.0;129.0;BD;MORTIER;75020.0;PARIS 20;75;22.0;1.0
2527124;1;2019-03-19;Vente;305000.0;129.0;BD;MORTIER;75020.0;PARIS 20;75;47.0;2.0
2527127;1;2019-03-13;Vente;469620.0;46.0;RUE;DES ORTEAUX;75020.0;PARIS 20;75;53.0;2.0
2527128;1;2019-03-29;Vente;125000.0;27.0;RUE;DU MAROC;75019.0;PARIS 19;75;15.0;1.0
2527129;1;2019-03-14;Vente;227400.0;119.0;RUE;MANIN;75019.0;PARIS 19;75;27.0;1.0
2527130;1;2019-03-04;Vente;465000.0;13.0;RUE;DES GATINES;75020.0;PARIS 20;75;66.0;4.0
2527131;1;2019-03-04;Vente;465000.0;13.0;RUE;DES GATINES;75020.0;PARIS 20;75;41.0;2.0
2527134;1;2019-03-14;Vente;30000.0;50.0;RUE;DE LA JUSTICE;75020.0;PARIS 20;75;88.0;4.0
2527136;1;2019-03-22;Vente;230000.0;4.0;RUE;JOUYE ROUVE;75020.0;PARIS 20;75;40.0;2.0
2527137;1;2019-03-14;Vente;550000.0;50.0;RUE;DE LA JUSTICE;75020.0;PARIS 20;75;88.0;4.0
2527138;1;2019-05-03;Vente;270000.0;11.0;RUE;EUGENE JUMIN;75019.0;PARIS 19;75;45.0;3.0
2527139;1;2019-03-19;Vente;400000.0;51.0;RUE;RAMUS;75020.0;PARIS 20;75;34.0;2.0
2527141;1;2019-03-14;Vente;3500.0;11.0;RUE;PIXERECOURT;75020.0;PARIS 20;75;49.0;2.0
2527142;1;2019-03-28;Vente;400249.0;70.0;BD;DE LA VILLETTE;75019.0;PARIS 19;75;51.0;3.0
2527143;1;2019-03-15;Vente;267500.0;16.0;RUE;EUGENE JUMIN;75019.0;PARIS 19;75;26.0;2.0
2527144;1;2019-03-15;Vente;238000.0;74.0;RUE;CURIAL;75019.0;PARIS 19;75;28.0;1.0
2527145;1;2019-03-29;Vente;143000.0;70.0;RUE;CURIAL;75019.0;PARIS 19;75;21.0;1.0
2527146;1;2019-03-26;Vente;165000.0;22.0;RUE;DU CAPITAINE MARCHAL;75020.0;PARIS 20;75;20.0;1.0
2527148;1;2019-02-28;Vente;415000.0;204.0;RUE;DE CRIMEE;75019.0;PARIS 19;75;59.0;3.0
2527149;1;2019-03-27;Vente;285000.0;9.0;RUE;DES RONDONNEAUX;75020.0;PARIS 20;75;27.0;1.0
2527151;1;2019-03-25;Vente;577500.0;176.0;BD;DE CHARONNE;75020.0;PARIS 20;75;77.0;3.0
2527153;1;2019-03-18;Vente;500000.0;18.0;RUE;PELLEPORT;75020.0;PARIS 20;75;63.0;3.0
2527156;1;2019-03-27;Vente;555600.0;13.0;RUE;CHARLES FRIEDEL;75020.0;PARIS 20;75;65.0;3.0
2527158;1;2019-02-04;Vente;358000.0;58.0;RUE;COMPANS;75019.0;PARIS 19;75;20.0;1.0
2527159;1;2019-08-04;Vente;667000.0;104.0;AV;SIMON BOLIVAR;75019.0;PARIS 19;75;67.0;3.0
2527161;1;2019-03-25;Vente;400000.0;78.0;AV;SECRETAN;75019.0;PARIS 19;75;68.0;3.0
2527163;1;2019-03-25;Vente;155000.0;5.0;RUE;FESSART;75019.0;PARIS 19;75;25.0;2.0
2527166;1;2019-03-19;Vente;1180000.0;78.0;RUE;ORFILA;75020.0;PARIS 20;75;121.0;5.0
2527167;1;2019-02-04;Vente;105000.0;15.0;RUE;DU SURMELIN;75020.0;PARIS 20;75;13.0;1.0
2527168;1;2019-03-27;Vente;296000.0;103.0;RUE;DE MENILMONTANT;75020.0;PARIS 20;75;30.0;2.0
2527171;1;2019-03-15;Vente;485000.0;2.0;RUE;DU DOCTEUR PAQUELIN;75020.0;PARIS 20;75;51.0;4.0
2527172;1;2019-03-13;Vente;264000.0;36.0;RUE;ETIENNE MAREY;75020.0;PARIS 20;75;24.0;2.0
2527173;1;2019-03-20;Vente;113900.0;74.0;BD;DE MENILMONTANT;75020.0;PARIS 20;75;10.0;1.0
2527174;1;2019-03-18;Vente;253000.0;24.0;RUE;EUGENE JUMIN;75019.0;PARIS 19;75;30.0;1.0
2527175;1;2019-03-29;Vente;172500.0;26.0;AV;GAMBETTA;75020.0;PARIS 20;75;16.0;1.0
2527176;1;2019-01-04;Vente;690000.0;12.0;RUE;DES RONDEAUX;75020.0;PARIS 20;75;71.0;3.0
2527178;1;2019-03-29;Vente;380000.0;105.0;RUE;DES PYRENEES;75020.0;PARIS 20;75;47.0;3.0
2527179;1;2019-03-27;Vente;234000.0;12.0;VLA;PAUL VERLAINE;75019.0;PARIS 19;75;22.0;1.0
2527180;1;2019-03-27;Vente;150000.0;103.0;RUE;ORFILA;75020.0;PARIS 20;75;17.0;1.0
2527182;1;2019-03-19;Vente;292000.0;45.0;RUE;DE BUZENVAL;75020.0;PARIS 20;75;36.0;2.0
2527184;1;2019-03-04;Vente;360000.0;11.0;RUE;DES ENVIERGES;75020.0;PARIS 20;75;48.0;3.0
2527186;1;2019-03-28;Vente;100.0;4.0;VLA;CLAUDE MONET;75019.0;PARIS 19;75;50.0;3.0
2527188;1;2019-08-04;Vente;266000.0;27.0;RUE;REBEVAL;75019.0;PARIS 19;75;34.0;1.0
2527192;1;2019-02-04;Vente;128000.0;42.0;RUE;D AUBERVILLIERS;75019.0;PARIS 19;75;18.0;1.0
2527196;1;2019-03-29;Vente;410000.0;84.0;RUE;DE CRIMEE;75019.0;PARIS 19;75;55.0;2.0
2527197;1;2019-03-27;Vente;731400.0;4.0;;Z 20;75020.0;PARIS 20;75;85.0;4.0
2527198;1;2019-03-15;Vente;425000.0;1.0;RUE;DU PLATEAU;75019.0;PARIS 19;75;60.0;3.0
2527199;1;2019-03-19;Vente;219500.0;37.0;RUE;SAINT FARGEAU;75020.0;PARIS 20;75;28.0;1.0
2527201;1;2019-03-22;Vente;365500.0;70.0;BD;DE MENILMONTANT;75020.0;PARIS 20;75;40.0;1.0
2527202;1;2019-03-27;Vente;540000.0;11.0;RUE;DE LAGNY;75020.0;PARIS 20;75;67.0;4.0
2527204;1;2019-03-20;Vente;715000.0;26.0;RUE;LIGNER;75020.0;PARIS 20;75;56.0;4.0
2527205;1;2019-03-15;Vente;283900.0;43.0;RUE;DES PRAIRIES;75020.0;PARIS 20;75;34.0;1.0
2527207;1;2019-03-22;Vente;290000.0;176.0;BD;DE CHARONNE;75020.0;PARIS 20;75;32.0;1.0
2527210;1;2019-03-26;Vente;394911.0;26.0;RUE;DU CAPITAINE FERBER;75020.0;PARIS 20;75;40.0;2.0
2527211;1;2019-01-04;Vente;235000.0;28.0;RUE;LEVERT;75020.0;PARIS 20;75;32.0;2.0
2527212;1;2019-03-29;Vente;238000.0;51.0;RUE;DES BOIS;75019.0;PARIS 19;75;29.0;1.0
2527213;1;2019-03-25;Vente;93000.0;141.0;RUE;DE CRIMEE;75019.0;PARIS 19;75;18.0;1.0
2527214;1;2019-03-28;Vente;883700.0;2.0;ALL;GEORGES ROUAULT;75020.0;PARIS 20;75;71.0;3.0
2527215;1;2019-03-28;Vente;190000.0;31.0;RUE;DES ENVIERGES;75020.0;PARIS 20;75;25.0;2.0
2527216;1;2019-03-26;Vente;427500.0;9.0;RUE;JOUYE ROUVE;75020.0;PARIS 20;75;62.0;3.0
2527217;1;2019-03-27;Vente;267500.0;153.0;RUE;DE MENILMONTANT;75020.0;PARIS 20;75;36.0;2.0
2527219;1;2019-03-27;Vente;467000.0;30.0;AV;DE FLANDRE;75019.0;PARIS 19;75;49.0;2.0
2527220;1;2019-03-26;Vente;270000.0;94.0;RUE;DE BUZENVAL;75020.0;PARIS 20;75;61.0;3.0
2527221;1;2019-03-14;Vente;170000.0;90.0;RUE;DES ORTEAUX;75020.0;PARIS 20;75;21.0;1.0
2527223;1;2019-03-25;Vente;485000.0;31.0;RUE;BOURET;75019.0;PARIS 19;75;57.0;2.0
2527225;1;2019-03-04;Vente;371046.0;14.0;RUE;DE THIONVILLE;75019.0;PARIS 19;75;42.0;2.0
2527227;1;2019-03-13;Vente;780000.0;15.0;RUE;EMILE PIERRE CASEL;75020.0;PARIS 20;75;90.0;4.0
2527231;1;2019-03-21;Vente;625000.0;1.0;RUE;HENRI MURGER;75019.0;PARIS 19;75;85.0;4.0
2527233;1;2019-03-27;Vente;72500.0;145.0;RUE;PELLEPORT;75020.0;PARIS 20;75;14.0;1.0
2527234;1;2019-03-19;Vente;179000.0;125.0;BD;SERURIER;75019.0;PARIS 19;75;37.0;2.0
2527236;1;2019-03-28;Vente;460000.0;56.0;RUE;EDOUARD PAILLERON;75019.0;PARIS 19;75;49.0;3.0
