;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;No_voie;Type_de_voie;Voie;Code_postal;Commune;Code_departement;Surface_reelle_bati;Nombre_pieces_principales
2294868;1;2019-01-16;Vente;650000.0;25.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;89.0;3.0
2294935;1;2019-01-24;Vente;503029.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;55.0;3.0
2295058;1;2019-01-24;Vente;791600.0;3.0;RUE;DU CDT GUILBAUD A PARIS;75016.0;BOULOGNE-BILLANCOURT;92;90.0;4.0
2295257;1;2019-01-18;Vente;607600.0;20.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;66.0;3.0
2296791;1;2019-03-15;Vente;860000.0;30.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;105.0;3.0
2296908;1;2019-03-20;Vente;450000.0;47.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;59.0;3.0
2296934;1;2019-03-28;Vente;635000.0;30.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;55.0;2.0
2296968;1;2019-03-04;Vente;1365930.0;20.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;155.0;5.0
2297254;1;2019-10-04;Vente;610000.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;84.0;4.0
2297374;1;2019-12-04;Vente;665000.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;78.0;4.0
2298261;1;2019-05-15;Vente;520000.0;47.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;59.0;3.0
2298845;1;2019-05-21;Vente;1020000.0;3.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;107.0;5.0
2298970;1;2019-11-06;Vente;700000.0;11.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;96.0;5.0
2299002;1;2019-05-24;Vente;220000.0;11.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;30.0;1.0
2299241;1;2019-11-06;Vente;479000.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;61.0;3.0
2299711;1;2019-06-27;Vente;370000.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;52.0;2.0
2300628;1;2019-07-29;Vente;709850.0;7.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;89.0;5.0
2301168;1;2019-07-26;Vente;295000.0;26.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;27.0;1.0
2302103;1;2019-09-24;Vente;520000.0;19.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;64.0;2.0
2302117;1;2019-08-30;Vente;735000.0;20.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;68.0;2.0
2302664;1;2019-09-16;Vente;336000.0;28.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;31.0;1.0
2303016;1;2019-10-16;Vente;702160.0;5.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;87.0;4.0
2303101;1;2019-09-26;Vente;932550.0;18.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;90.0;4.0
2303184;1;2019-10-17;Vente;675000.0;35.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;80.0;4.0
2303611;1;2019-10-15;Vente;581000.0;30.0;RUE;NUNGESSER ET COLI;75016.0;BOULOGNE-BILLANCOURT;92;70.0;2.0
2303737;1;2019-10-31;Vente;213000.0;11.0;AV;FERDINAND BUISSON;75016.0;BOULOGNE-BILLANCOURT;92;29.0;1.0
2303981;1;2019-01-14;Vente;210300.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;24.0;1.0
2304251;1;2019-01-17;Vente;444000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;51.0;3.0
2304366;1;2019-01-23;Vente;163400.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;35.0;1.0
2304569;1;2019-01-14;Vente;247000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;32.0;2.0
2304771;1;2019-01-21;Vente;185250.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;28.0;1.0
2305416;1;2019-01-31;Vente;190000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;32.0;2.0
2309693;1;2019-02-05;Vente;260000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;32.0;2.0
2310022;1;2019-05-17;Vente;224780.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;28.0;1.0
2313325;1;2019-12-07;Vente;290000.0;20.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;34.0;1.0
2313946;1;2019-07-25;Vente;203000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;24.0;1.0
2315113;1;2019-07-20;Vente;251674.64;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;32.0;2.0
2320007;1;2019-11-18;Vente;257000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;33.0;2.0
2320013;1;2019-11-22;Vente;245000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;24.0;1.0
2320297;1;2019-11-22;Vente;225000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;24.0;1.0
2320309;1;2019-07-11;Vente;445000.0;10.0;RUE;D ORADOUR SUR GLANE;75015.0;ISSY-LES-MOULINEAUX;92;51.0;2.0
2478017;1;2019-04-01;Vente;1196000.0;17.0;RUE;DUPHOT;75001.0;PARIS 01;75;112.0;3.0
2478018;1;2019-03-01;Vente;1570490.0;13.0;RUE;DE THORIGNY;75003.0;PARIS 03;75;104.0;3.0
2478021;1;2019-03-01;Vente;5400.0;79.0;RUE;DES GRAVILLIERS;75003.0;PARIS 03;75;21.0;1.0
2478022;1;2019-10-01;Vente;230000.0;4.0;RUE;BLONDEL;75003.0;PARIS 03;75;26.0;1.0
2478024;1;2019-05-01;Vente;955750.0;82.0;BD;MALESHERBES;75008.0;PARIS 08;75;80.0;3.0
2478025;1;2019-07-01;Vente;506800.0;4.0;CITE;DUPETIT THOUARS;75003.0;PARIS 03;75;45.0;2.0
2478026;1;2019-07-01;Vente;565950.0;79.0;RUE;DU ROCHER;75008.0;PARIS 08;75;55.0;3.0
2478028;1;2019-09-01;Vente;582000.0;13.0;RUE;DU PONT AUX CHOUX;75003.0;PARIS 03;75;41.0;2.0
2478029;1;2019-09-01;Vente;200000.0;39.0;RUE;D ARTOIS;75008.0;PARIS 08;75;28.0;1.0
2478030;1;2019-08-01;Vente;2638500.0;67.0;BD;DE COURCELLES;75008.0;PARIS 08;75;260.0;8.0
2478031;1;2019-07-01;Vente;1935600.0;24.0;RUE;DE MONTPENSIER;75001.0;PARIS 01;75;66.0;2.0
2478033;1;2019-09-01;Vente;209000.0;56.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;19.0;1.0
2478034;1;2019-07-01;Vente;300000.0;170.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;28.0;1.0
2478036;1;2019-11-01;Vente;752400.0;26.0;RUE;MONTMARTRE;75001.0;PARIS 01;75;75.0;3.0
2478037;1;2019-10-01;Vente;124000.0;11.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;13.0;1.0
2478038;1;2019-11-01;Vente;530000.0;20.0;QUAI;DE LA MEGISSERIE;75001.0;PARIS 01;75;46.0;2.0
2478039;1;2019-04-01;Vente;1200000.0;14.0;RUE;D EDIMBOURG;75008.0;PARIS 08;75;117.0;4.0
2478041;1;2019-01-14;Vente;755000.0;14.0;RUE;DES COUTURES SAINT GERVAIS;75003.0;PARIS 03;75;58.0;2.0
2478042;1;2019-10-01;Vente;170250.0;6.0;RUE;REAUMUR;75003.0;PARIS 03;75;15.0;1.0
2478043;1;2019-11-01;Vente;165000.0;50.0;RUE;DES FRANCS BOURGEOIS;75003.0;PARIS 03;75;10.0;1.0
2478045;1;2019-07-01;Vente;2400000.0;12.0;RUE;ALFRED DE VIGNY;75008.0;PARIS 08;75;227.0;7.0
2478046;1;2019-07-01;Vente;2400000.0;12.0;RUE;ALFRED DE VIGNY;75008.0;PARIS 08;75;115.0;3.0
2478048;1;2019-04-01;Vente;130000.0;32.0;RUE;PASTOURELLE;75003.0;PARIS 03;75;9.0;1.0
2478049;1;2019-01-14;Vente;755000.0;18.0;RUE;REAUMUR;75003.0;PARIS 03;75;57.0;2.0
2478050;1;2019-01-15;Vente;2700000.0;11.0;RUE;ARSENE HOUSSAYE;75008.0;PARIS 08;75;210.0;7.0
2478052;1;2019-10-01;Vente;537600.0;32.0;RUE;MICHEL LE COMTE;75003.0;PARIS 03;75;50.0;2.0
2478054;1;2019-04-01;Vente;190000.0;35.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;25.0;1.0
2478055;1;2019-09-01;Vente;2000000.0;118.0;RUE;DE TURENNE;75003.0;PARIS 03;75;146.0;5.0
2478056;1;2019-07-01;Vente;670000.0;49.0;RUE;MESLAY;75003.0;PARIS 03;75;60.0;1.0
2478057;1;2019-09-01;Vente;187000.0;17.0;RUE;DE LA VILLE L EVEQUE;75008.0;PARIS 08;75;15.0;2.0
2478058;1;2019-08-01;Vente;955000.0;29.0;RUE;DE MOSCOU;75008.0;PARIS 08;75;95.0;4.0
2478059;1;2019-10-01;Vente;528000.0;1.0;RUE;DES LAVANDIERES STE OPPORT;75001.0;PARIS 01;75;45.0;2.0
2478060;1;2019-02-01;Vente;118000.0;37.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;14.0;1.0
2478063;1;2019-01-15;Vente;1550000.0;35.0;RUE;DE LA BIENFAISANCE;75008.0;PARIS 08;75;18.0;2.0
2478064;1;2019-01-15;Vente;1550000.0;35.0;RUE;DE LA BIENFAISANCE;75008.0;PARIS 08;75;115.0;5.0
2478065;1;2019-07-01;Vente;500000.0;28.0;PL;DE LA MADELEINE;75008.0;PARIS 08;75;41.0;2.0
2478066;1;2019-04-01;Vente;1975000.0;1.0;RUE;DES INNOCENTS;75001.0;PARIS 01;75;187.0;6.0
2478070;1;2019-07-01;Vente;1800000.0;87.0;BD;BEAUMARCHAIS;75003.0;PARIS 03;75;145.0;5.0
2478071;1;2019-01-17;Vente;560000.0;16.0;RUE;MICHEL LE COMTE;75003.0;PARIS 03;75;45.0;2.0
2478075;1;2019-01-21;Vente;400000.0;17.0;RUE;DE NAPLES;75008.0;PARIS 08;75;36.0;2.0
2478077;1;2019-01-16;Vente;1800000.0;19.0;RUE;DE MIROMESNIL;75008.0;PARIS 08;75;172.0;4.0
2478078;1;2019-04-01;Vente;750000.0;79.0;RUE;NOTRE DAME DE NAZARETH;75003.0;PARIS 03;75;88.0;4.0
2478081;1;2019-03-01;Vente;1595000.0;7.0;RUE;ROGER VERLOMME;75003.0;PARIS 03;75;77.0;4.0
2478084;1;2019-01-24;Vente;675000.0;36.0;RUE;DE TURIN;75008.0;PARIS 08;75;64.0;3.0
2478085;1;2019-01-18;Vente;2350000.0;2.0;RUE;DE MESSINE;75008.0;PARIS 08;75;217.0;7.0
2478087;1;2019-01-21;Vente;1028700.0;86.0;RUE;DE MIROMESNIL;75008.0;PARIS 08;75;90.0;3.0
2478088;1;2019-11-01;Vente;1912417.0;8.0;RUE;D ARTOIS;75008.0;PARIS 08;75;120.0;3.0
2478089;1;2019-01-16;Vente;300000.0;5.0;RUE;VILLEDO;75001.0;PARIS 01;75;19.0;2.0
2478090;1;2019-08-01;Vente;724000.0;22.0;RUE;SAINT CLAUDE;75003.0;PARIS 03;75;51.0;2.0
2478091;1;2019-11-01;Vente;545000.0;17.0;PL;DAUPHINE;75001.0;PARIS 01;75;29.0;2.0
2478093;1;2019-10-01;Vente;820000.0;48.0;RUE;DE BASSANO;75008.0;PARIS 08;75;78.0;3.0
2478095;1;2019-01-16;Vente;1240000.0;14.0;RUE;DES MINIMES;75003.0;PARIS 03;75;12.0;1.0
2478096;1;2019-01-16;Vente;1240000.0;14.0;RUE;DES MINIMES;75003.0;PARIS 03;75;67.0;3.0
2478097;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478098;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478099;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;23.0;1.0
2478100;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478101;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478102;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478103;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;28.0;1.0
2478104;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478105;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478106;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478107;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478108;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478109;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478110;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;29.0;1.0
2478111;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;22.0;1.0
2478112;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478113;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478114;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;33.0;1.0
2478115;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478116;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478117;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478118;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478119;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478120;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478121;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478122;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478123;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478124;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478125;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478126;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478127;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478128;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478129;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478131;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;28.0;1.0
2478132;1;2019-01-15;Vente;7800000.0;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478133;1;2019-01-21;Vente;312200.0;10.0;RUE;DE LISBONNE;75008.0;PARIS 08;75;31.0;2.0
2478134;1;2019-01-18;Vente;515000.0;230.0;RUE;DU FAUBOURG SAINT HONORE;75008.0;PARIS 08;75;42.0;2.0
2478136;1;2019-01-14;Vente;400000.0;5.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;40.0;2.0
2478137;1;2019-03-01;Vente;270750.0;29.0;RUE;SAINT ROCH;75001.0;PARIS 01;75;24.0;1.0
2478138;1;2019-10-01;Vente;595000.0;9.0;RUE;COMMINES;75003.0;PARIS 03;75;53.0;2.0
2478139;1;2019-01-24;Vente;342000.0;30.0;RUE;DU VERTBOIS;75003.0;PARIS 03;75;37.0;2.0
2478140;1;2019-10-01;Vente;203000.0;3.0;RUE;DE DURAS;75008.0;PARIS 08;75;12.0;1.0
2478141;1;2019-01-14;Vente;1134000.0;9.0;BD;DES FILLES DU CALVAIRE;75003.0;PARIS 03;75;97.0;4.0
2478142;1;2019-01-18;Vente;65000.0;9.0;RUE;BAYARD;75008.0;PARIS 08;75;18.0;1.0
2478147;1;2019-11-01;Vente;2400000.0;8.0;AV;MONTAIGNE;75008.0;PARIS 08;75;68.0;1.0
2478151;1;2019-03-01;Vente;353000.0;155.0;RUE;DU FAUBOURG SAINT HONORE;75008.0;PARIS 08;75;33.0;1.0
2478152;1;2019-01-24;Vente;190000.0;10.0;RUE;DU JOUR;75001.0;PARIS 01;75;6.0;1.0
2478153;1;2019-01-24;Vente;190000.0;10.0;RUE;DU JOUR;75001.0;PARIS 01;75;15.0;1.0
2478154;1;2019-01-29;Vente;737400.0;11.0;RUE;DU PERCHE;75003.0;PARIS 03;75;49.0;2.0
2478156;1;2019-01-23;Vente;205000.0;22.0;RUE;DU COLISEE;75008.0;PARIS 08;75;23.0;1.0
2478160;1;2019-10-01;Vente;540000.0;71.0;AV;FRANKLIN D ROOSEVELT;75008.0;PARIS 08;75;47.0;2.0
2478161;1;2019-11-01;Vente;345000.0;71.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;32.0;2.0
2478163;1;2019-07-01;Vente;425000.0;38.0;RUE;CHAPON;75003.0;PARIS 03;75;30.0;2.0
2478166;1;2019-01-23;Vente;85000.0;5.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;10.0;1.0
2478167;1;2019-01-24;Vente;735000.0;8.0;RUE;DES QUATRE FILS;75003.0;PARIS 03;75;51.0;2.0
2478169;1;2019-01-18;Vente;159000.0;54.0;RUE;DE ROME;75008.0;PARIS 08;75;12.0;1.0
2478170;1;2019-01-14;Vente;195000.0;7.0;RUE;DE LA NEVA;75008.0;PARIS 08;75;21.0;1.0
2478172;1;2019-10-01;Vente;3000000.0;58.0;BD;DE SEBASTOPOL;75003.0;PARIS 03;75;43.0;2.0
2478173;1;2019-01-21;Vente;1548050.0;177.0;RUE;SAINT MARTIN;75003.0;PARIS 03;75;134.0;4.0
2478174;1;2019-01-25;Vente;425000.0;48.0;RUE;DE TURENNE;75003.0;PARIS 03;75;33.0;2.0
2478175;1;2019-01-18;Vente;175000.0;32.0;RUE;PASTOURELLE;75003.0;PARIS 03;75;13.0;1.0
2478177;1;2019-01-24;Vente;1740000.0;33.0;RUE;DE MOSCOU;75008.0;PARIS 08;75;142.0;6.0
2478178;1;2019-01-18;Vente;253800.0;341.0;RUE;SAINT MARTIN;75003.0;PARIS 03;75;31.0;1.0
2478179;1;2019-01-28;Vente;1650000.0;56.0;RUE;DES TOURNELLES;75003.0;PARIS 03;75;170.0;2.0
2478180;1;2019-01-21;Vente;1570000.0;1.0;RUE;MAGELLAN;75008.0;PARIS 08;75;100.0;4.0
2478182;1;2019-01-21;Vente;724500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;44.0;2.0
2478184;1;2019-01-21;Vente;724500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;149.0;5.0
2478185;1;2019-01-21;Vente;724500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;32.0;2.0
2478188;1;2019-01-23;Vente;853370.0;49.0;RUE;DE L ARBRE SEC;75001.0;PARIS 01;75;70.0;2.0
2478189;1;2019-10-01;Vente;275000.0;24.0;RUE;DE SAINT PETERSBOURG;75008.0;PARIS 08;75;25.0;2.0
2478190;1;2019-01-15;Vente;455000.0;57.0;RUE;CHARLOT;75003.0;PARIS 03;75;33.0;1.0
2478191;1;2019-01-29;Vente;300000.0;148.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;27.0;1.0
2478192;1;2019-01-16;Vente;235000.0;24.0;RUE;CHARLOT;75003.0;PARIS 03;75;28.0;1.0
2478193;1;2019-11-01;Vente;590000.0;23.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;51.0;3.0
2478194;1;2019-01-22;Vente;312500.0;76.0;RUE;CHARLOT;75003.0;PARIS 03;75;27.0;2.0
2478195;1;2019-01-21;Vente;820000.0;67.0;BD;BEAUMARCHAIS;75003.0;PARIS 03;75;57.0;2.0
2478196;1;2019-01-29;Vente;233000.0;15.0;RUE;DE BEARN;75003.0;PARIS 03;75;22.0;1.0
2478199;1;2019-01-21;Vente;1661000.0;19.0;RUE;DE PENTHIEVRE;75008.0;PARIS 08;75;100.0;4.0
2478202;1;2019-01-25;Vente;350000.0;20.0;RUE;DES GRAVILLIERS;75003.0;PARIS 03;75;30.0;2.0
2478203;1;2019-01-15;Vente;1050000.0;320.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;37.0;2.0
2478204;1;2019-01-15;Vente;1050000.0;320.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;46.0;2.0
2478205;1;2019-01-22;Vente;570000.0;6.0;AV;PERCIER;75008.0;PARIS 08;75;53.0;2.0
2478207;1;2019-01-29;Vente;100000.0;23.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;16.0;1.0
2478208;1;2019-01-25;Vente;300800.0;5.0;RUE;DE TEHERAN;75008.0;PARIS 08;75;27.0;2.0
2478209;1;2019-01-24;Vente;1160000.0;9.0;RUE;DE L ISLY;75008.0;PARIS 08;75;92.0;4.0
2478210;1;2019-01-24;Vente;1160000.0;9.0;RUE;DE L ISLY;75008.0;PARIS 08;75;98.0;4.0
2478212;1;2019-09-01;Vente;1290000.0;18.0;RUE;JEAN GOUJON;75008.0;PARIS 08;75;90.0;3.0
2478213;1;2019-01-31;Vente;590000.0;77.0;RUE;CHARLOT;75003.0;PARIS 03;75;60.0;3.0
2478214;1;2019-01-25;Vente;1071100.0;1.0;IMP;SAINT CLAUDE;75003.0;PARIS 03;75;57.0;2.0
2478215;1;2019-04-02;Vente;274000.0;15.0;RUE;DU VERTBOIS;75003.0;PARIS 03;75;22.0;1.0
2478216;1;2019-01-31;Vente;1493350.0;1.0;RUE;LAVOISIER;75008.0;PARIS 08;75;130.0;5.0
2478218;1;2019-01-17;Vente;480000.0;10.0;RUE;PAUL BAUDRY;75008.0;PARIS 08;75;47.0;2.0
2478219;1;2019-02-02;Vente;500000.0;22.0;RUE;DE SAINT PETERSBOURG;75008.0;PARIS 08;75;82.0;4.0
2478221;1;2019-04-02;Vente;1314518.0;93.0;RUE;DE MIROMESNIL;75008.0;PARIS 08;75;133.0;6.0
2478225;1;2019-08-01;Vente;340000.0;15.0;AV;HOCHE;75008.0;PARIS 08;75;29.0;2.0
2478227;1;2019-01-02;Vente;274285.0;15.0;RUE;MOLIERE;75001.0;PARIS 01;75;20.0;2.0
2478228;1;2019-01-25;Vente;2700000.0;18.0;RUE;DE LA TREMOILLE;75008.0;PARIS 08;75;190.0;6.0
2478229;1;2019-01-25;Vente;4100000.0;18.0;AV;MATIGNON;75008.0;PARIS 08;75;246.0;3.0
2478230;1;2019-01-25;Vente;4100000.0;18.0;AV;MATIGNON;75008.0;PARIS 08;75;24.0;1.0
2478231;1;2019-01-25;Vente;4100000.0;18.0;AV;MATIGNON;75008.0;PARIS 08;75;75.0;2.0
2478232;1;2019-01-24;Vente;139986.0;26.0;RUE;CHAPON;75003.0;PARIS 03;75;26.0;2.0
2478233;1;2019-01-30;Vente;610000.0;19.0;RUE;DE WASHINGTON;75008.0;PARIS 08;75;70.0;2.0
2478238;1;2019-01-21;Vente;4525500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;32.0;2.0
2478239;1;2019-01-21;Vente;4525500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;44.0;2.0
2478241;1;2019-01-21;Vente;4525500.0;5.0;RUE;DEBELLEYME;75003.0;PARIS 03;75;149.0;5.0
2478244;1;2019-11-01;Vente;2643500.0;40.0;RUE;DE LIEGE;75008.0;PARIS 08;75;230.0;6.0
2478250;1;2019-07-01;Vente;563630.0;23.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;45.0;2.0
2478251;1;2019-01-31;Vente;415000.0;6.0;PL;SAINTE OPPORTUNE;75001.0;PARIS 01;75;49.0;2.0
2478253;1;2019-01-23;Vente;342800.0;56.0;RUE;DE L ARBRE SEC;75001.0;PARIS 01;75;26.0;2.0
2478254;1;2019-01-23;Vente;178000.0;21.0;RUE;DE POITOU;75003.0;PARIS 03;75;45.0;1.0
2478255;1;2019-01-30;Vente;211200.0;36.0;RUE;SAINT DENIS;75001.0;PARIS 01;75;20.0;1.0
2478259;1;2019-01-23;Vente;320550.0;95.0;RUE;DE TURENNE;75003.0;PARIS 03;75;109.0;4.0
2478262;1;2019-11-01;Vente;360000.0;28.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;72.0;3.0
2478263;1;2019-11-01;Vente;360000.0;28.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;24.0;2.0
2478264;1;2019-01-15;Vente;193000.0;16.0;RUE;MESLAY;75003.0;PARIS 03;75;22.0;1.0
2478265;1;2019-01-17;Vente;365000.0;26.0;RUE;RAMBUTEAU;75003.0;PARIS 03;75;38.0;2.0
